Month,CCI,BCI,CLI,CCI Monthly,BCI Monthly,CLI Monthly,CCI Yearly,BCI Yearly,CLI Yearly
2001-01,101.1041,97.6076,98.77351,-0.005134517874,-0.004551882826,-0.003419752009,-0.01648368752,-0.03173691483,-0.02558322843
2001-02,100.7228,97.4407,98.51336,-0.00377136041,-0.001709907835,-0.002633803335,-0.02069397343,-0.03151720923,-0.0275289456
2001-03,100.5583,97.49852,98.34485,-0.001633195265,0.0005933865418,-0.001710529414,-0.02152753654,-0.02907810812,-0.02827439767
2001-04,100.5253,97.60027,98.25967,-0.000328167839,0.001043605585,-0.0008661358475,-0.02167348079,-0.02622335341,-0.0279827359
2001-05,100.6479,97.71376,98.23269,0.001219593475,0.00116280416,-0.0002745785733,-0.02024098778,-0.02283689604,-0.02684604914
2001-06,100.7267,97.96442,98.20908,0.0007829274133,0.002565247719,-0.0002403476887,-0.01853569654,-0.01819524045,-0.02549281491
2001-07,100.6409,98.25586,98.16419,-0.0008518098975,0.002974957643,-0.0004570860454,-0.01905343011,-0.01378966035,-0.02417111268
2001-08,100.3401,98.46246,98.10094,-0.002988844496,0.002102673571,-0.0006443286498,-0.02165538396,-0.009604464253,-0.02271211228
2001-09,99.90678,98.31511,98.05991,-0.004318512738,-0.001496509431,-0.0004182426794,-0.02540905167,-0.009162877356,-0.02067793597
2001-10,99.75055,97.99235,98.11081,-0.001563757735,-0.003282913481,0.0005190704336,-0.02590397566,-0.009973877435,-0.01720099431
2001-11,99.89791,98.13477,98.27956,0.001477285088,0.001453378759,0.001719993954,-0.02206986816,-0.00479991092,-0.01210240286
2001-12,100.2545,98.57236,98.54508,0.003569544148,0.004459071948,0.002701680797,-0.01349459144,0.005287192466,-0.00572450787
2002-01,100.5994,99.17924,98.85274,0.003440244578,0.006156695447,0.003122022936,-0.004991884602,0.01610161504,0.0008021381441
2002-02,100.806,99.81271,99.1446,0.002053690181,0.00638712295,0.002952472536,0.0008260294591,0.0243431133,0.006407658819
2002-03,100.9928,100.2382,99.36428,0.001853064302,0.004262883955,0.002215753556,0.004320876546,0.02809970859,0.01036587071
2002-04,101.0454,100.4044,99.45593,0.0005208292076,0.001658050524,0.0009223636502,0.005173821913,0.02873076068,0.01217447606
